"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
19096,153,1,2945,"5.99","2007-02-20 04:17:53.996577"
22947,27,2,12021,"5.99","2007-03-17 18:21:09.996577"
30122,101,1,5132,"5.99","2007-04-09 06:08:58.996577"
22962,29,1,10543,"5.99","2007-03-01 11:04:35.996577"
30118,100,2,9048,"5.99","2007-04-30 05:25:33.996577"
30107,100,2,3602,"5.99","2007-04-06 03:51:36.996577"
25780,321,1,6859,"5.99","2007-04-12 18:22:23.996577"
22977,29,1,14997,"5.99","2007-03-22 06:21:26.996577"
17635,375,1,1499,"5.99","2007-02-15 20:26:33.996577"
30090,98,2,8818,"5.99","2007-04-29 20:42:30.996577"
30088,98,1,8324,"5.99","2007-04-29 02:24:31.996577"
25776,321,1,4318,"5.99","2007-04-07 16:16:16.996577"
25773,321,2,3901,"5.99","2007-04-06 17:53:21.996577"
22999,32,2,14570,"5.99","2007-03-21 15:00:58.996577"
25749,318,2,10023,"5.99","2007-04-30 16:54:17.996577"
25723,316,1,5618,"5.99","2007-04-10 03:57:24.996577"
23007,33,1,15096,"5.99","2007-03-22 10:11:30.996577"
23019,34,1,14686,"5.99","2007-03-21 19:00:34.996577"
25717,315,1,8416,"5.99","2007-04-29 05:21:20.996577"
25700,314,1,6192,"5.99","2007-04-11 10:13:07.996577"
19129,163,2,2536,"5.99","2007-02-19 00:10:00.996577"
25688,313,1,5255,"5.99","2007-04-09 12:19:34.996577"
25679,312,1,5031,"5.99","2007-04-09 01:05:03.996577"
25669,311,2,5224,"5.99","2007-04-09 10:35:53.996577"
17928,452,1,1512,"5.99","2007-02-15 21:21:29.996577"
30079,97,2,7182,"5.99","2007-04-27 06:44:04.996577"
23062,38,1,15738,"5.99","2007-03-23 10:24:16.996577"
25665,310,2,8637,"5.99","2007-04-29 12:58:37.996577"
25664,310,1,7648,"5.99","2007-04-28 00:03:59.996577"
23070,39,2,15124,"5.99","2007-03-22 11:20:04.996577"
25662,310,1,5621,"5.99","2007-04-10 04:02:36.996577"
19139,166,1,2874,"5.99","2007-02-19 23:10:52.996577"
23078,40,1,13840,"5.99","2007-03-20 12:51:46.996577"
19142,167,1,1509,"5.99","2007-02-15 21:04:19.996577"
23083,41,1,10853,"5.99","2007-03-01 22:29:20.996577"
25653,309,1,7846,"5.99","2007-04-28 07:49:44.996577"
23091,42,1,10935,"5.99","2007-03-02 01:23:19.996577"
25651,309,2,7214,"5.99","2007-04-27 07:51:59.996577"
19143,167,2,2381,"5.99","2007-02-18 13:28:56.996577"
30053,95,2,7245,"5.99","2007-04-27 08:57:32.996577"
19151,171,2,2199,"5.99","2007-02-18 00:26:22.996577"
25611,306,2,4484,"5.99","2007-04-07 23:34:23.996577"
19153,171,2,2599,"5.99","2007-02-19 04:34:33.996577"
25577,302,2,9581,"5.99","2007-04-30 01:31:33.996577"
25544,300,1,6822,"5.99","2007-04-12 16:52:05.996577"
23123,46,1,10827,"5.99","2007-03-01 21:41:26.996577"
17934,453,2,2852,"5.99","2007-02-19 21:37:16.996577"
23136,46,1,15758,"5.99","2007-03-23 11:15:52.996577"
23138,47,2,11477,"5.99","2007-03-02 20:37:27.996577"
25528,299,2,4153,"5.99","2007-04-07 07:21:34.996577"
25526,298,2,8737,"5.99","2007-04-29 17:00:39.996577"
23150,49,2,14168,"5.99","2007-03-21 01:28:29.996577"
30052,95,1,4835,"5.99","2007-04-08 16:36:39.996577"
25515,297,2,9674,"5.99","2007-04-30 05:05:19.996577"
19166,174,1,2326,"5.99","2007-02-18 08:42:48.996577"
25506,297,1,4929,"5.99","2007-04-08 20:34:44.996577"
19170,176,1,1291,"5.99","2007-02-15 07:23:27.996577"
30026,92,2,5497,"5.99","2007-04-09 22:51:49.996577"
31652,241,1,9944,"5.99","2007-04-30 14:13:09.996577"
23184,52,2,13090,"5.99","2007-03-19 09:08:20.996577"
23186,52,1,14822,"5.99","2007-03-21 23:49:40.996577"
29996,90,1,7428,"5.99","2007-04-27 15:50:18.996577"
23188,52,2,15891,"5.99","2007-03-23 15:28:38.996577"
23190,53,1,12054,"5.99","2007-03-17 19:28:22.996577"
23192,53,1,13049,"5.99","2007-03-19 07:54:06.996577"
23196,53,2,14119,"5.99","2007-03-20 23:44:25.996577"
23199,54,2,10489,"5.99","2007-03-01 08:56:08.996577"
23200,54,2,10882,"5.99","2007-03-01 23:15:42.996577"
23205,54,2,12775,"5.99","2007-03-18 22:04:22.996577"
25502,296,1,9249,"5.99","2007-04-30 12:43:28.996577"
31637,240,2,8905,"5.99","2007-04-29 23:39:37.996577"
17941,454,2,2048,"5.99","2007-02-17 13:23:55.996577"
23223,56,1,11358,"5.99","2007-03-02 16:13:28.996577"
25498,296,1,6398,"5.99","2007-04-11 21:03:15.996577"
23228,56,1,13769,"5.99","2007-03-20 10:12:18.996577"
25464,294,2,6185,"5.99","2007-04-11 09:53:35.996577"
23232,57,2,12925,"5.99","2007-03-19 03:27:27.996577"
25449,292,1,9792,"5.99","2007-04-30 09:12:07.996577"
25442,292,2,7199,"5.99","2007-04-27 07:21:49.996577"
17942,454,2,2182,"5.99","2007-02-17 23:24:44.996577"
25433,291,2,9201,"5.99","2007-04-30 11:10:47.996577"
29994,90,2,7035,"5.99","2007-04-27 01:34:35.996577"
23246,58,2,14305,"5.99","2007-03-21 05:57:31.996577"
29968,88,1,7088,"5.99","2007-04-27 03:10:54.996577"
23250,59,1,12833,"5.99","2007-03-19 00:10:54.996577"
23254,59,1,14135,"5.99","2007-03-21 00:22:20.996577"
23255,59,1,14977,"5.99","2007-03-22 05:41:19.996577"
23256,59,2,15271,"5.99","2007-03-22 17:17:14.996577"
25432,291,1,9165,"5.99","2007-04-30 09:52:54.996577"
25428,291,1,7561,"5.99","2007-04-27 20:49:31.996577"
23266,60,1,15618,"5.99","2007-03-23 05:36:24.996577"
25412,290,2,5214,"5.99","2007-04-09 10:11:34.996577"
19196,181,1,2645,"5.99","2007-02-19 08:19:01.996577"
23277,62,1,11297,"5.99","2007-03-02 13:51:13.996577"
25375,286,2,10105,"5.99","2007-04-30 19:22:46.996577"
19197,181,2,3449,"5.99","2007-02-21 19:29:53.996577"
19201,182,2,2120,"5.99","2007-02-17 19:05:16.996577"
25339,284,1,6276,"5.99","2007-04-11 14:44:16.996577"
25296,281,2,5410,"5.99","2007-04-09 18:49:36.996577"
23293,63,1,15060,"5.99","2007-03-22 08:52:58.996577"
23300,64,1,14167,"5.99","2007-03-21 01:28:14.996577"
23302,65,2,11100,"5.99","2007-03-02 06:36:26.996577"
25281,279,2,9820,"5.99","2007-04-30 10:15:23.996577"
25271,278,2,8222,"5.99","2007-04-28 22:20:19.996577"
19205,183,2,2471,"5.99","2007-02-18 18:59:26.996577"
19206,183,1,3381,"5.99","2007-02-21 12:31:25.996577"
23312,66,2,11028,"5.99","2007-03-02 04:16:46.996577"
23314,66,1,11683,"5.99","2007-03-17 04:43:43.996577"
31625,239,1,9863,"5.99","2007-04-30 11:33:55.996577"
25260,277,1,6487,"5.99","2007-04-12 00:45:26.996577"
25256,277,2,4987,"5.99","2007-04-08 23:14:07.996577"
25253,277,2,3740,"5.99","2007-04-06 10:24:01.996577"
23336,68,2,14455,"5.99","2007-03-21 11:04:37.996577"
23342,69,1,12966,"5.99","2007-03-19 05:06:14.996577"
23343,69,1,13023,"5.99","2007-03-19 06:42:20.996577"
25252,276,2,10149,"5.99","2007-04-30 20:49:12.996577"
19223,187,1,2742,"5.99","2007-02-19 14:34:13.996577"
25246,276,2,7282,"5.99","2007-04-27 10:28:45.996577"
17953,456,2,2103,"5.99","2007-02-17 17:41:36.996577"
23366,72,2,11422,"5.99","2007-03-02 18:20:34.996577"
23395,74,2,13747,"5.99","2007-03-20 09:24:32.996577"
23401,75,2,10653,"5.99","2007-03-01 14:56:33.996577"
23408,75,1,12412,"5.99","2007-03-18 08:18:18.996577"
23411,75,2,15928,"5.99","2007-03-23 16:51:50.996577"
25236,275,2,6301,"5.99","2007-04-11 16:22:35.996577"
25228,274,2,8406,"5.99","2007-04-29 05:03:11.996577"
25223,274,2,3532,"5.99","2007-04-05 23:53:04.996577"
17645,378,1,1662,"5.99","2007-02-16 08:42:01.996577"
25219,273,2,9285,"5.99","2007-04-30 13:54:34.996577"
25216,273,1,6717,"5.99","2007-04-12 12:03:28.996577"
25209,273,1,4937,"5.99","2007-04-08 20:58:25.996577"
25181,269,1,6626,"5.99","2007-04-12 07:44:50.996577"
23434,78,2,13124,"5.99","2007-03-19 10:24:25.996577"
23436,78,2,13792,"5.99","2007-03-20 10:50:03.996577"
25147,266,2,11233,"5.99","2007-03-02 11:34:37.996577"
31615,239,1,3552,"5.99","2007-04-06 01:02:35.996577"
25146,266,2,10910,"5.99","2007-03-02 00:23:00.996577"
23449,80,2,11101,"5.99","2007-03-02 06:36:50.996577"
25134,264,1,13664,"5.99","2007-03-20 06:47:02.996577"
23459,80,1,16012,"5.99","2007-03-23 19:42:05.996577"
23461,81,1,11837,"5.99","2007-03-17 11:33:07.996577"
23463,81,2,13820,"5.99","2007-03-20 11:55:03.996577"
25122,263,2,12432,"5.99","2007-03-18 09:03:39.996577"
23467,81,1,15224,"5.99","2007-03-22 15:46:31.996577"
23473,82,2,11688,"5.99","2007-03-17 05:10:24.996577"
29965,88,1,3846,"5.99","2007-04-06 15:11:36.996577"
23481,83,1,11565,"5.99","2007-03-16 23:56:31.996577"
23484,83,2,12985,"5.99","2007-03-19 05:36:31.996577"
23487,83,2,15737,"5.99","2007-03-23 10:20:44.996577"
25108,262,1,13808,"5.99","2007-03-20 11:24:09.996577"
23497,84,1,14330,"5.99","2007-03-21 06:57:46.996577"
25101,261,2,13506,"5.99","2007-03-20 00:35:32.996577"
25078,259,1,13598,"5.99","2007-03-20 04:27:43.996577"
29964,88,2,3673,"5.99","2007-04-06 07:30:35.996577"
23519,86,2,15940,"5.99","2007-03-23 17:13:32.996577"
25065,258,1,12246,"5.99","2007-03-18 02:17:07.996577"
23523,87,1,12264,"5.99","2007-03-18 02:45:59.996577"
25062,258,1,10325,"5.99","2007-03-01 03:20:38.996577"
19257,196,1,1182,"5.99","2007-02-14 23:13:47.996577"
23533,88,2,14827,"5.99","2007-03-22 00:00:58.996577"
25055,257,2,13846,"5.99","2007-03-20 13:00:57.996577"
23568,92,2,13020,"5.99","2007-03-19 06:36:16.996577"
23573,93,2,11271,"5.99","2007-03-02 12:46:48.996577"
25051,257,1,12904,"5.99","2007-03-19 02:39:16.996577"
23581,93,2,15324,"5.99","2007-03-22 18:51:39.996577"
23586,94,1,13786,"5.99","2007-03-20 10:41:50.996577"
23592,95,2,12351,"5.99","2007-03-18 06:00:38.996577"
25009,253,1,13126,"5.99","2007-03-19 10:28:54.996577"
23610,98,1,11635,"5.99","2007-03-17 03:01:43.996577"
23612,98,2,12221,"5.99","2007-03-18 01:19:17.996577"
25008,253,2,12827,"5.99","2007-03-18 23:55:49.996577"
25002,252,2,13989,"5.99","2007-03-20 17:56:16.996577"
24985,250,1,14587,"5.99","2007-03-21 15:49:21.996577"
19263,196,2,3271,"5.99","2007-02-21 03:44:36.996577"
24974,248,2,14885,"5.99","2007-03-22 02:26:55.996577"
24954,246,2,13418,"5.99","2007-03-19 21:22:22.996577"
24925,242,2,13646,"5.99","2007-03-20 06:15:34.996577"
23646,103,1,15461,"5.99","2007-03-22 23:42:18.996577"
23648,103,1,15599,"5.99","2007-03-23 04:53:33.996577"
24877,238,2,11543,"5.99","2007-03-16 23:22:54.996577"
29956,87,1,8286,"5.99","2007-04-29 00:31:12.996577"
24876,238,1,10659,"5.99","2007-03-01 15:09:00.996577"
24867,237,2,11772,"5.99","2007-03-17 08:47:23.996577"
17967,458,2,2629,"5.99","2007-02-19 07:10:38.996577"
31606,238,1,5616,"5.99","2007-04-10 03:49:37.996577"
23681,108,1,11316,"5.99","2007-03-02 14:36:15.996577"
29947,86,2,8803,"5.99","2007-04-29 19:54:50.996577"
29922,84,1,5971,"5.99","2007-04-10 22:34:24.996577"
24857,236,2,11507,"5.99","2007-03-16 21:55:09.996577"
17977,461,2,3127,"5.99","2007-02-20 17:08:09.996577"
24847,234,2,15037,"5.99","2007-03-22 08:04:59.996577"
24845,234,1,12921,"5.99","2007-03-19 03:16:14.996577"
23706,111,2,13525,"5.99","2007-03-20 01:19:10.996577"
29920,84,1,5221,"5.99","2007-04-09 10:30:49.996577"
23709,112,2,10596,"5.99","2007-03-01 12:47:23.996577"
24831,233,1,12443,"5.99","2007-03-18 09:19:25.996577"
24814,231,1,11581,"5.99","2007-03-17 00:31:28.996577"
23716,112,2,14049,"5.99","2007-03-20 20:37:21.996577"
24810,230,1,14073,"5.99","2007-03-20 21:41:23.996577"
24804,230,1,11552,"5.99","2007-03-16 23:32:55.996577"
23725,113,1,11872,"5.99","2007-03-17 12:40:11.996577"
23726,113,1,12392,"5.99","2007-03-18 07:26:24.996577"
19303,213,1,2322,"5.99","2007-02-18 08:12:47.996577"
17979,462,2,1773,"5.99","2007-02-16 16:42:09.996577"
23735,114,2,14158,"5.99","2007-03-21 01:11:46.996577"
31600,237,1,9276,"5.99","2007-04-30 13:37:54.996577"
24803,230,2,11148,"5.99","2007-03-02 08:15:34.996577"
31587,236,1,9011,"5.99","2007-04-30 03:44:55.996577"
24799,229,1,13679,"5.99","2007-03-20 07:08:00.996577"
29890,80,1,8509,"5.99","2007-04-29 08:06:45.996577"
19337,221,1,3200,"5.99","2007-02-20 22:51:13.996577"
23771,118,2,14394,"5.99","2007-03-21 08:51:36.996577"
24785,226,1,16033,"5.99","2007-03-23 20:34:41.996577"
23779,119,1,11520,"5.99","2007-03-16 22:32:54.996577"
29886,80,1,6199,"5.99","2007-04-11 10:44:29.996577"
31583,236,1,7780,"5.99","2007-04-28 05:40:21.996577"
19340,223,2,1839,"5.99","2007-02-16 21:50:48.996577"
24775,225,2,14444,"5.99","2007-03-21 10:35:51.996577"
24773,225,2,11395,"5.99","2007-03-02 17:16:10.996577"
29883,80,1,4688,"5.99","2007-04-08 09:31:55.996577"
23803,121,2,10457,"5.99","2007-03-01 07:46:00.996577"
24766,224,2,14468,"5.99","2007-03-21 11:35:36.996577"
23808,121,1,12881,"5.99","2007-03-19 01:56:39.996577"
24765,224,2,14271,"5.99","2007-03-21 04:51:55.996577"
24758,223,2,15546,"5.99","2007-03-23 02:49:04.996577"
24754,223,1,12927,"5.99","2007-03-19 03:31:12.996577"
23824,122,2,14666,"5.99","2007-03-21 18:19:35.996577"
24746,221,2,14322,"5.99","2007-03-21 06:34:56.996577"
24725,219,1,14588,"5.99","2007-03-21 15:54:19.996577"
23833,124,2,11493,"5.99","2007-03-02 21:15:26.996577"
24718,218,2,13947,"5.99","2007-03-20 16:14:32.996577"
29874,79,2,6162,"5.99","2007-04-11 08:40:56.996577"
24717,218,2,13708,"5.99","2007-03-20 08:02:33.996577"
24705,217,1,10581,"5.99","2007-03-01 12:20:56.996577"
24664,212,2,14681,"5.99","2007-03-21 18:53:39.996577"
24657,211,2,15670,"5.99","2007-03-23 07:35:37.996577"
24650,211,2,12570,"5.99","2007-03-18 13:51:57.996577"
23869,127,1,15463,"5.99","2007-03-22 23:43:33.996577"
23870,127,2,15736,"5.99","2007-03-23 10:08:56.996577"
23876,128,2,13181,"5.99","2007-03-19 12:29:22.996577"
24622,208,2,10784,"5.99","2007-03-01 19:52:54.996577"
24620,201,2,15974,"5.99","2007-03-23 18:34:30.996577"
24609,201,2,10750,"5.99","2007-03-01 18:34:26.996577"
23897,130,2,10645,"5.99","2007-03-01 14:20:27.996577"
31566,235,1,9019,"5.99","2007-04-30 03:57:19.996577"
23902,130,2,15574,"5.99","2007-03-23 03:57:58.996577"
24607,200,2,15742,"5.99","2007-03-23 10:40:03.996577"
29866,78,1,9068,"5.99","2007-04-30 06:00:11.996577"
24603,200,1,13737,"5.99","2007-03-20 09:10:16.996577"
29854,78,2,4227,"5.99","2007-04-07 11:10:02.996577"
29832,75,2,9168,"5.99","2007-04-30 09:59:43.996577"
19376,234,2,1993,"5.99","2007-02-17 09:27:50.996577"
19378,234,2,2511,"5.99","2007-02-18 22:13:56.996577"
24589,198,1,14214,"5.99","2007-03-21 02:59:15.996577"
23945,135,2,11194,"5.99","2007-03-02 10:04:19.996577"
24588,198,1,13768,"5.99","2007-03-20 10:12:09.996577"
23950,135,2,14136,"5.99","2007-03-21 00:25:52.996577"
24587,198,1,12862,"5.99","2007-03-19 01:00:25.996577"
23953,136,1,12287,"5.99","2007-03-18 03:26:32.996577"
23960,137,2,10842,"5.99","2007-03-01 22:09:50.996577"
23966,137,1,13472,"5.99","2007-03-19 23:31:57.996577"
23967,137,1,13776,"5.99","2007-03-20 10:25:32.996577"
24560,196,1,14698,"5.99","2007-03-21 19:18:24.996577"
24559,196,2,14410,"5.99","2007-03-21 09:23:15.996577"
24540,194,2,11475,"5.99","2007-03-02 20:23:35.996577"
23975,138,1,10431,"5.99","2007-03-01 07:10:20.996577"
31554,234,2,10133,"5.99","2007-04-30 20:23:33.996577"
23990,139,2,14736,"5.99","2007-03-21 20:54:19.996577"
24539,193,2,15495,"5.99","2007-03-23 00:54:36.996577"
19384,236,2,1308,"5.99","2007-02-15 08:36:14.996577"
24524,192,1,13125,"5.99","2007-03-19 10:26:15.996577"
24009,141,1,11412,"5.99","2007-03-02 18:01:17.996577"
24010,141,1,12032,"5.99","2007-03-17 18:42:52.996577"
24506,190,1,11082,"5.99","2007-03-02 05:58:45.996577"
24022,142,2,10934,"5.99","2007-03-02 01:20:44.996577"
24023,142,2,11244,"5.99","2007-03-02 12:01:50.996577"
29819,75,1,4639,"5.99","2007-04-08 07:25:47.996577"
31548,233,2,8385,"5.99","2007-04-29 04:07:42.996577"
24036,143,1,15250,"5.99","2007-03-22 16:31:37.996577"
24040,144,1,10740,"5.99","2007-03-01 18:18:58.996577"
19403,239,1,3383,"5.99","2007-02-21 12:35:45.996577"
24505,189,1,16008,"5.99","2007-03-23 19:33:17.996577"
19406,240,2,2872,"5.99","2007-02-19 23:06:47.996577"
24494,188,1,13787,"5.99","2007-03-20 10:43:49.996577"
24055,145,2,11904,"5.99","2007-03-17 14:07:52.996577"
24488,188,2,10453,"5.99","2007-03-01 07:41:53.996577"
24062,145,2,14044,"5.99","2007-03-20 20:17:04.996577"
19409,241,2,2478,"5.99","2007-02-18 19:29:47.996577"
24467,186,1,12348,"5.99","2007-03-18 05:50:13.996577"
24067,146,2,11392,"5.99","2007-03-02 17:09:37.996577"
24462,185,1,12674,"5.99","2007-03-18 17:53:22.996577"
19418,243,1,1405,"5.99","2007-02-15 15:09:52.996577"
24458,184,1,14801,"5.99","2007-03-21 23:15:20.996577"
24455,184,1,13262,"5.99","2007-03-19 15:48:41.996577"
24444,183,2,10620,"5.99","2007-03-01 13:37:43.996577"
19420,243,2,2757,"5.99","2007-02-19 15:29:40.996577"
31898,265,2,6553,"5.99","2007-04-12 03:35:05.996577"
24441,182,1,14586,"5.99","2007-03-21 15:47:35.996577"
19422,244,1,1595,"5.99","2007-02-16 03:52:12.996577"
19432,247,1,2288,"5.99","2007-02-18 05:51:43.996577"
19436,249,1,1473,"5.99","2007-02-15 19:23:46.996577"
24104,148,2,14879,"5.99","2007-03-22 02:10:38.996577"
24411,180,1,10576,"5.99","2007-03-01 12:14:28.996577"
24390,178,1,10802,"5.99","2007-03-01 20:46:58.996577"
29813,74,2,8796,"5.99","2007-04-29 19:37:37.996577"
31542,233,2,5267,"5.99","2007-04-09 12:49:36.996577"
29794,72,2,9420,"5.99","2007-04-30 19:33:44.996577"
24382,177,1,11376,"5.99","2007-03-02 16:44:26.996577"
24128,150,2,13599,"5.99","2007-03-20 04:28:29.996577"
24373,176,2,13186,"5.99","2007-03-19 12:51:45.996577"
24137,151,1,13568,"5.99","2007-03-20 03:31:12.996577"
19444,252,1,1395,"5.99","2007-02-15 14:49:30.996577"
31540,233,1,4015,"5.99","2007-04-06 23:28:12.996577"
